Order_ID,Product_ID,Sales,Quantity,Discount,Profit,Order_Date,Ship_Date,Ship_Mode,Customer ID,Category,Sub-Category,Product_Name,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Year,Month,YearMonth,Profit_Margin
CA-2016-117590,FUR-FU-10003664,190.92,5,0.6,-147.963,08-12-2023,10-12-2023,First Class,GH-14485,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,2023,12,2023-12,-0.775
CA-2015-117415,OFF-EN-10002986,113.328,9,0.2,35.415,27-12-2022,31-12-2022,Standard Class,SN-20710,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,2022,12,2022-12,0.3125
CA-2015-117415,FUR-BO-10002545,532.3992,3,0.32,-46.9764,27-12-2022,31-12-2022,Standard Class,SN-20710,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,2022,12,2022-12,-0.088235294
CA-2015-117415,FUR-CH-10004218,212.058,3,0.3,-15.147,27-12-2022,31-12-2022,Standard Class,SN-20710,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,2022,12,2022-12,-0.071428571
CA-2015-117415,TEC-PH-10000486,371.168,4,0.2,41.7564,27-12-2022,31-12-2022,Standard Class,SN-20710,Technology,Phones,Plantronics HL10 Handset Lifter,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,2022,12,2022-12,0.1125
CA-2017-120999,TEC-PH-10004093,147.168,4,0.2,16.5564,10-09-2024,15-09-2024,Standard Class,LC-16930,Technology,Phones,Panasonic Kx-TS550,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,2024,9,2024-09,0.1125
CA-2016-101343,OFF-ST-10003479,77.88,2,0,3.894,17-07-2023,22-07-2023,Standard Class,RA-19885,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,2023,7,2023-07,0.05
CA-2017-139619,OFF-ST-10003282,95.616,2,0.2,9.5616,19-09-2024,23-09-2024,Standard Class,ES-14080,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,2024,9,2024-09,0.1
CA-2016-118255,TEC-AC-10000171,45.98,2,0,19.7714,11-03-2023,13-03-2023,First Class,ON-18715,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,2023,3,2023-03,0.43
CA-2016-118255,OFF-BI-10003291,17.46,2,0,8.2062,11-03-2023,13-03-2023,First Class,ON-18715,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,2023,3,2023-03,0.47
CA-2014-146703,OFF-ST-10001713,211.96,4,0,8.4784,20-10-2021,25-10-2021,Second Class,PO-18865,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,2021,10,2021-10,0.04
CA-2016-169194,TEC-AC-10002167,45,3,0,4.95,20-06-2023,25-06-2023,Standard Class,LH-16900,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,2023,6,2023-06,0.11
CA-2016-169194,TEC-PH-10003988,21.8,2,0,6.104,20-06-2023,25-06-2023,Standard Class,LH-16900,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,2023,6,2023-06,0.28
CA-2015-115742,OFF-BI-10004410,38.22,6,0,17.9634,18-04-2022,22-04-2022,Standard Class,DP-13000,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,2022,4,2022-04,0.47
CA-2015-115742,OFF-LA-10002762,75.18,6,0,35.3346,18-04-2022,22-04-2022,Standard Class,DP-13000,Office Supplies,Labels,Avery 485,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,2022,4,2022-04,0.47
CA-2015-115742,FUR-FU-10001706,6.16,2,0,2.9568,18-04-2022,22-04-2022,Standard Class,DP-13000,Furniture,Furnishings,Longer-Life Soft White Bulbs,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,2022,4,2022-04,0.48
CA-2015-115742,FUR-CH-10003061,89.99,1,0,17.0981,18-04-2022,22-04-2022,Standard Class,DP-13000,Furniture,Chairs,"Global Leather Task Chair, Black",Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,2022,4,2022-04,0.19
CA-2016-105816,OFF-FA-10000304,15.26,7,0,6.2566,11-12-2023,17-12-2023,Standard Class,JM-15265,Office Supplies,Fasteners,Advantus Push Pins,Janet Molinari,Corporate,United States,New York City,New York,10024,East,2023,12,2023-12,0.41
CA-2016-105816,TEC-PH-10002447,1029.95,5,0,298.6855,11-12-2023,17-12-2023,Standard Class,JM-15265,Technology,Phones,AT&T CL83451 4-Handset Telephone,Janet Molinari,Corporate,United States,New York City,New York,10024,East,2023,12,2023-12,0.29
CA-2016-111682,OFF-ST-10000604,208.56,6,0,52.14,17-06-2023,18-06-2023,First Class,TB-21055,Office Supplies,Storage,Home/Office Personal File Carts,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.25
CA-2016-111682,OFF-PA-10001569,32.4,5,0,15.552,17-06-2023,18-06-2023,First Class,TB-21055,Office Supplies,Paper,Xerox 232,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.48
CA-2016-111682,FUR-CH-10003968,319.41,5,0.1,7.098,17-06-2023,18-06-2023,First Class,TB-21055,Furniture,Chairs,Novimex Turbo Task Chair,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.022222222
CA-2016-111682,OFF-PA-10000587,14.56,2,0,6.9888,17-06-2023,18-06-2023,First Class,TB-21055,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.48
CA-2016-111682,TEC-AC-10002167,30,2,0,3.3,17-06-2023,18-06-2023,First Class,TB-21055,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.11
CA-2016-111682,OFF-BI-10001460,48.48,4,0.2,16.362,17-06-2023,18-06-2023,First Class,TB-21055,Office Supplies,Binders,Plastic Binding Combs,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.3375
CA-2016-111682,OFF-AR-10001868,1.68,1,0,0.84,17-06-2023,18-06-2023,First Class,TB-21055,Office Supplies,Art,Prang Dustless Chalk Sticks,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,2023,6,2023-06,0.5
CA-2015-135545,TEC-AC-10004633,13.98,2,0,6.1512,24-11-2022,30-11-2022,Standard Class,KM-16720,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,2022,11,2022-11,0.44
CA-2015-135545,OFF-BI-10001078,25.824,6,0.2,9.3612,24-11-2022,30-11-2022,Standard Class,KM-16720,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,2022,11,2022-11,0.3625
CA-2015-135545,OFF-PA-10003892,146.73,3,0,68.9631,24-11-2022,30-11-2022,Standard Class,KM-16720,Office Supplies,Paper,Xerox 1943,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,2022,11,2022-11,0.47
CA-2015-135545,FUR-FU-10000397,79.76,4,0,22.3328,24-11-2022,30-11-2022,Standard Class,KM-16720,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,2022,11,2022-11,0.28
US-2015-164175,FUR-CH-10001146,213.115,5,0.3,-15.2225,30-04-2022,05-05-2022,Standard Class,PS-18970,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,2022,4,2022-04,-0.071428571
CA-2014-106376,OFF-AR-10002671,1113.024,8,0.2,111.3024,05-12-2021,10-12-2021,Standard Class,BS-11590,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,2021,12,2021-12,0.1
CA-2014-106376,TEC-PH-10002726,167.968,4,0.2,62.988,05-12-2021,10-12-2021,Standard Class,BS-11590,Technology,Phones,netTALK DUO VoIP Telephone Service,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,2021,12,2021-12,0.375
CA-2016-119823,OFF-PA-10000482,75.88,2,0,35.6636,04-06-2023,06-06-2023,First Class,KD-16270,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,2023,6,2023-06,0.47
CA-2016-106075,OFF-BI-10004654,4.616,1,0.2,1.731,18-09-2023,23-09-2023,Standard Class,HM-14980,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,2023,9,2023-09,0.375
CA-2017-114440,OFF-PA-10004675,19.05,3,0,8.763,14-09-2024,17-09-2024,Second Class,TB-21520,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,2024,9,2024-09,0.46
US-2015-134026,FUR-CH-10000513,831.936,8,0.2,-114.3912,26-04-2022,02-05-2022,Standard Class,JE-15745,Furniture,Chairs,High-Back Leather Manager's Chair,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,2022,4,2022-04,-0.1375
US-2015-134026,FUR-FU-10003708,97.04,2,0.2,1.213,26-04-2022,02-05-2022,Standard Class,JE-15745,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,2022,4,2022-04,0.0125
US-2015-134026,OFF-ST-10004123,72.784,1,0.2,-18.196,26-04-2022,02-05-2022,Standard Class,JE-15745,Office Supplies,Storage,Safco Industrial Wire Shelving System,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,2022,4,2022-04,-0.25
US-2017-118038,OFF-BI-10004182,1.248,3,0.8,-1.9344,09-12-2024,11-12-2024,First Class,KB-16600,Office Supplies,Binders,Economy Binders,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,2024,12,2024-12,-1.55
US-2017-118038,FUR-FU-10000260,9.708,3,0.6,-5.8248,09-12-2024,11-12-2024,First Class,KB-16600,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,2024,12,2024-12,-0.6
US-2017-118038,OFF-ST-10000615,27.24,3,0.2,2.724,09-12-2024,11-12-2024,First Class,KB-16600,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,2024,12,2024-12,0.1
US-2014-147606,FUR-FU-10003194,19.3,5,0.6,-14.475,26-11-2021,01-12-2021,Second Class,JE-15745,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,2021,11,2021-11,-0.75
CA-2016-127208,OFF-AP-10002118,208.16,1,0,56.2032,12-06-2023,15-06-2023,First Class,SC-20770,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,2023,6,2023-06,0.27
CA-2016-127208,OFF-BI-10002309,16.74,3,0,8.0352,12-06-2023,15-06-2023,First Class,SC-20770,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,2023,6,2023-06,0.48
CA-2014-139451,OFF-AR-10002053,14.9,5,0,4.172,12-10-2021,16-10-2021,Standard Class,DN-13690,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Duane Noonan,Consumer,United States,San Francisco,California,94122,West,2021,10,2021-10,0.28
CA-2014-139451,OFF-ST-10002370,21.39,1,0,6.2031,12-10-2021,16-10-2021,Standard Class,DN-13690,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Duane Noonan,Consumer,United States,San Francisco,California,94122,West,2021,10,2021-10,0.29
CA-2015-149734,OFF-EN-10000927,200.984,7,0.2,62.8075,03-09-2022,08-09-2022,Standard Class,JC-16105,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,2022,9,2022-09,0.3125
US-2017-119662,OFF-ST-10003656,230.376,3,0.2,-48.9549,13-11-2024,16-11-2024,First Class,CS-12400,Office Supplies,Storage,Safco Industrial Wire Shelving,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,2024,11,2024-11,-0.2125
CA-2017-140088,FUR-CH-10000863,301.96,2,0,33.2156,28-05-2024,30-05-2024,Second Class,PO-18865,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,2024,5,2024-05,0.11
CA-2017-155558,TEC-AC-10001998,19.99,1,0,6.7966,26-10-2024,02-11-2024,Standard Class,PG-18895,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,2024,10,2024-10,0.34
CA-2017-155558,OFF-LA-10000134,6.16,2,0,2.9568,26-10-2024,02-11-2024,Standard Class,PG-18895,Office Supplies,Labels,Avery 511,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,2024,10,2024-10,0.48
CA-2016-159695,OFF-ST-10003442,158.368,7,0.2,13.8572,05-04-2023,10-04-2023,Second Class,GM-14455,Office Supplies,Storage,Eldon Portable Mobile Manager,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,2023,4,2023-04,0.0875
CA-2016-109806,OFF-AR-10004930,20.1,3,0,6.633,17-09-2023,22-09-2023,Standard Class,JS-15685,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,2023,9,2023-09,0.33
CA-2016-109806,TEC-PH-10004093,73.584,2,0.2,8.2782,17-09-2023,22-09-2023,Standard Class,JS-15685,Technology,Phones,Panasonic Kx-TS550,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,2023,9,2023-09,0.1125
CA-2016-109806,OFF-PA-10000304,6.48,1,0,3.1104,17-09-2023,22-09-2023,Standard Class,JS-15685,Office Supplies,Paper,Xerox 1995,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,2023,9,2023-09,0.48
CA-2015-149587,OFF-PA-10003177,12.96,2,0,6.2208,31-01-2022,05-02-2022,Second Class,KB-16315,Office Supplies,Paper,Xerox 1999,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,2022,1,2022-01,0.48
CA-2015-149587,FUR-FU-10003799,53.34,3,0,16.5354,31-01-2022,05-02-2022,Second Class,KB-16315,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,2022,1,2022-01,0.31
CA-2015-149587,OFF-BI-10002852,32.96,2,0,16.1504,31-01-2022,05-02-2022,Second Class,KB-16315,Office Supplies,Binders,Ibico Standard Transparent Covers,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,2022,1,2022-01,0.49
US-2017-109484,OFF-BI-10004738,5.682,1,0.7,-3.788,06-11-2024,12-11-2024,Standard Class,RB-19705,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,2024,11,2024-11,-0.666666667
CA-2017-161018,FUR-FU-10000629,96.53,7,0,40.5426,09-11-2024,11-11-2024,Second Class,PN-18775,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Parhena Norris,Home Office,United States,New York City,New York,10009,East,2024,11,2024-11,0.42
CA-2017-157833,OFF-BI-10001721,51.312,3,0.2,17.9592,17-06-2024,20-06-2024,First Class,KD-16345,Office Supplies,Binders,Trimflex Flexible Post Binders,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,2024,6,2024-06,0.35
